NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150172	2		Rejected!	
DETECTION OF LIPOPOLYSACCHARIDE%GOBP%GO:0032497	3		Rejected!	
MULTICELLULAR ORGANISMAL REPRODUCTIVE PROCESS%GOBP%GO:0048609	366	172		
LIVER REGENERATION%GOBP%GO:0097421	3		Rejected!	
CIRCADIAN REGULATION OF GENE EXPRESSION%GOBP%GO:0032922	64	55		
CDP-DIACYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046341	2		Rejected!	
'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING%GOBP%GO:0051084	33	28		
NEGATIVE REGULATION OF NEURON MIGRATION%GOBP%GO:2001223	6		Rejected!	
RIG-I SIGNALING PATHWAY%GOBP%GO:0039529	7		Rejected!	
POSTSYNAPTIC DENSITY ORGANIZATION%GOBP%GO:0097106	10		Rejected!	
NEGATIVE REGULATION OF CORTICOTROPIN SECRETION%GOBP%GO:0051460	1		Rejected!	
IRON IMPORT INTO THE MITOCHONDRION%GOBP%GO:0048250	2		Rejected!	
TRANSLOCATION OF MOLECULES INTO HOST%GOBP%GO:0044417	8		Rejected!	
AUDITORY RECEPTOR CELL DEVELOPMENT%GOBP%GO:0060117	7		Rejected!	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA NONHOMOLOGOUS END JOINING%GOBP%GO:2001034	16		Rejected!	
MITOCHONDRIAL NCRNA SURVEILLANCE%GOBP%GO:0035945	1		Rejected!	
TREHALOSE METABOLIC PROCESS%GOBP%GO:0005991	2		Rejected!	
MIRNA TRANSPORT%GOBP%GO:1990428	3		Rejected!	
PROTEIN LOCALIZATION TO SYNAPSE%GOBP%GO:0035418	30	18		
POSITIVE REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0010641	4		Rejected!	
POSITIVE REGULATION OF SYNAPSE STRUCTURAL PLASTICITY%GOBP%GO:0051835	3		Rejected!	
PHAGOSOME ACIDIFICATION%GOBP%GO:0090383	28	23		
POSITIVE REGULATION OF POSTSYNAPTIC MEMBRANE ORGANIZATION%GOBP%GO:1901628	2		Rejected!	
TYPE 2 IMMUNE RESPONSE%GOBP%GO:0042092	6		Rejected!	
PIGMENT GRANULE ORGANIZATION%GOBP%GO:0048753	27	23		
SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395	52	27		
CELL-CELL ADHESION IN RESPONSE TO EXTRACELLULAR STIMULUS%GOBP%GO:0140039	2		Rejected!	
LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:0050901	18		Rejected!	
INTERNAL PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:0018393	87	79		
CAVEOLIN-MEDIATED ENDOCYTOSIS%GOBP%GO:0072584	5		Rejected!	
INTERKINETIC NUCLEAR MIGRATION%GOBP%GO:0022027	4		Rejected!	
CELLULAR RESPONSE TO PROSTAGLANDIN D STIMULUS%GOBP%GO:0071799	3		Rejected!	
REGULATION OF FATTY ACID BETA-OXIDATION%GOBP%GO:0031998	14		Rejected!	
REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000106	54	35		
REGULATION OF INTEGRIN ACTIVATION%GOBP%GO:0033623	17		Rejected!	
POSITIVE REGULATION OF TRANSLATIONAL FIDELITY%GOBP%GO:0045903	3		Rejected!	
EPINEPHRINE UPTAKE%GOBP%GO:0051625	2		Rejected!	
NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0006469	185	146		
POSITIVE REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION%GOBP%GO:0033601	5		Rejected!	
GLOMERULAR EPITHELIUM DEVELOPMENT%GOBP%GO:0072010	17		Rejected!	
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	167	82		
REGULATION OF CELL PROLIFERATION%GOBP%GO:0042127	1193		Rejected!	
REGULATION OF GLIAL CELL-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY INVOLVED IN URETERIC BUD FORMATION%GOBP%GO:2000733	1		Rejected!	
REGULATION OF GLYCOLYTIC PROCESS%GOBP%GO:0006110	70	55		
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150145	1		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150142	1		Rejected!	
THYROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0002154	3		Rejected!	
CELLULAR PROTEIN MODIFICATION PROCESS%GOBP%GO:0006464	2675		Rejected!	
VEGF-ACTIVATED PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0038086	3		Rejected!	
RETINAL CELL APOPTOTIC PROCESS%GOBP%GO:1990009	1		Rejected!	
REGULATION OF CHOLANGIOCYTE PROLIFERATION%GOBP%GO:1904054	1		Rejected!	
RESPONSE TO INTERLEUKIN-8%GOBP%GO:0098758	2		Rejected!	
PROEPICARDIUM CELL MIGRATION INVOLVED IN PERICARDIUM MORPHOGENESIS%GOBP%GO:0003345	1		Rejected!	
PENETRATION OF ZONA PELLUCIDA%GOBP%GO:0007341	4		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0150129	1		Rejected!	
REGULATION OF EXO-ALPHA-SIALIDASE ACTIVITY%GOBP%GO:1903015	3		Rejected!	
REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000018	7		Rejected!	
POSITIVE REGULATION OF SNRNA TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:1905382	4		Rejected!	
CARDIAC ATRIUM FORMATION%GOBP%GO:0003210	2		Rejected!	
REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032434	114	97		
NEGATIVE REGULATION OF CELL COMMUNICATION%GOBP%GO:0010648	1109		Rejected!	
GALACTOLIPID CATABOLIC PROCESS%GOBP%GO:0019376	3		Rejected!	
REGULATION OF MACROPHAGE PROLIFERATION%GOBP%GO:0120040	6		Rejected!	
REGULATION OF LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0010984	15		Rejected!	
C-TERMINAL PROTEIN-TYROSINYLATION%GOBP%GO:0018166	1		Rejected!	
NEGATIVE REGULATION OF MACROPHAGE APOPTOTIC PROCESS%GOBP%GO:2000110	3		Rejected!	
REGULATION OF ACTIVATION OF JANUS KINASE ACTIVITY%GOBP%GO:0010533	8		Rejected!	
CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	92	71		
POSITIVE REGULATION OF VASCULOGENESIS%GOBP%GO:2001214	10		Rejected!	
MICROTUBULE-BASED MOVEMENT%GOBP%GO:0007018	230	181		
REGULATION OF MYELOID DENDRITIC CELL ACTIVATION%GOBP%GO:0030885	3		Rejected!	
NEGATIVE REGULATION OF ER-ASSOCIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:1903070	3		Rejected!	
ATRIAL CARDIAC MUSCLE CELL TO AV NODE CELL COMMUNICATION BY ELECTRICAL COUPLING%GOBP%GO:0086044	1		Rejected!	
NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901991	201	170		
NEGATIVE REGULATION OF MATRIX METALLOPEPTIDASE SECRETION%GOBP%GO:1904465	1		Rejected!	
PROTEIN TRANSMEMBRANE TRANSPORT%GOBP%GO:0071806	59	52		
BLUE LIGHT SIGNALING PATHWAY%GOBP%GO:0009785	2		Rejected!	
PODOSOME ASSEMBLY%GOBP%GO:0071800	4		Rejected!	
REGULATION OF ADHESION OF SYMBIONT TO HOST EPITHELIAL CELL%GOBP%GO:1905226	1		Rejected!	
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	128	75		
REGULATION OF CALCIUM-DEPENDENT ATPASE ACTIVITY%GOBP%GO:1903610	1		Rejected!	
PLASMA MEMBRANE BOUNDED CELL PROJECTION MORPHOGENESIS%GOBP%GO:0120039	365		Rejected!	
NEGATIVE REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS INVOLVED IN METANEPHROS DEVELOPMENT%GOBP%GO:1900212	2		Rejected!	
CELLULAR RESPONSE TO HYDROXYISOFLAVONE%GOBP%GO:0071413	1		Rejected!	
NEGATIVE REGULATION OF HEART INDUCTION BY CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0003136	1		Rejected!	
DUTP METABOLIC PROCESS%GOBP%GO:0046080	1		Rejected!	
LACTOSYLCERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0001572	1		Rejected!	
MEMBRANE REPOLARIZATION%GOBP%GO:0086009	22		Rejected!	
POSITIVE REGULATION OF TRANSLATION INITIATION IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0036494	1		Rejected!	
REGULATION OF NEUTROPHIL EXTRAVASATION%GOBP%GO:2000389	6		Rejected!	
POSITIVE REGULATION OF MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010661	12		Rejected!	
NEGATIVE REGULATION OF LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BINDING%GOBP%GO:1905596	1		Rejected!	
METANEPHRIC GLOMERULUS VASCULATURE MORPHOGENESIS%GOBP%GO:0072276	3		Rejected!	
KIDNEY MESENCHYME DEVELOPMENT%GOBP%GO:0072074	12		Rejected!	
NAD TRANSMEMBRANE TRANSPORT%GOBP%GO:0035352	2		Rejected!	
POSITIVE REGULATION OF RNA SPLICING%GOBP%GO:0033120	31	27		
BLOOD VESSEL ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0060837	6		Rejected!	
ESTABLISHMENT OF PLANAR POLARITY OF EMBRYONIC EPITHELIUM%GOBP%GO:0042249	1		Rejected!	
PROTEIN INSERTION INTO MEMBRANE FROM INNER SIDE%GOBP%GO:0032978	4		Rejected!	
POSITIVE REGULATION OF HEART INDUCTION%GOBP%GO:1901321	5		Rejected!	
REGULATION OF CELL PROLIFERATION IN MIDBRAIN%GOBP%GO:1904933	1		Rejected!	
REGULATION OF PROSTAGLANDIN-E SYNTHASE ACTIVITY%GOBP%GO:2000361	3		Rejected!	
GLIAL CELL ACTIVATION%GOBP%GO:0061900	24	15		
NEGATIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0051055	43	28		
DNA PROTECTION%GOBP%GO:0042262	5		Rejected!	
POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY%GOBP%GO:0010613	18		Rejected!	
REGULATION OF HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0051797	7		Rejected!	
POSITIVE REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903861	18		Rejected!	
HISTONE H3-K36 TRIMETHYLATION%GOBP%GO:0097198	3		Rejected!	
REGULATION OF OOCYTE MATURATION%GOBP%GO:1900193	5		Rejected!	
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	143	106		
ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032924	22		Rejected!	
SUSCEPTIBILITY TO NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042271	3		Rejected!	
CEREBELLAR PURKINJE CELL DIFFERENTIATION%GOBP%GO:0021702	5		Rejected!	
POSITIVE REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903524	42	15		
VENTRICULAR TRABECULA MYOCARDIUM MORPHOGENESIS%GOBP%GO:0003222	8		Rejected!	
NEGATIVE REGULATION OF LATE ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:1902823	2		Rejected!	
INTEGRIN ACTIVATION%GOBP%GO:0033622	8		Rejected!	
POSITIVE REGULATION OF EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT%GOBP%GO:2000698	7		Rejected!	
ORGANIC SUBSTANCE TRANSPORT%GOBP%GO:0071702	1455		Rejected!	
REGULATION OF UTERINE SMOOTH MUSCLE CONTRACTION%GOBP%GO:0070472	2		Rejected!	
REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0090329	45	39		
NEGATIVE REGULATION OF DENDRITIC CELL DIFFERENTIATION%GOBP%GO:2001199	5		Rejected!	
POSITIVE REGULATION OF CHROMATIN SILENCING%GOBP%GO:0031937	14		Rejected!	
PANCREATIC D CELL DIFFERENTIATION%GOBP%GO:0003311	1		Rejected!	
RESPONSE TO PSYCHOSOCIAL STRESS%GOBP%GO:1990911	1		Rejected!	
REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051125	23	18		
PROTEIN ADP-RIBOSYLATION%GOBP%GO:0006471	29	22		
GLUCOSE CATABOLIC PROCESS TO PYRUVATE%GOBP%GO:0061718	24	17		
POSITIVE REGULATION OF T CELL APOPTOTIC PROCESS%GOBP%GO:0070234	10		Rejected!	
B CELL APOPTOTIC PROCESS%GOBP%GO:0001783	2		Rejected!	
HISTONE-SERINE PHOSPHORYLATION%GOBP%GO:0035404	6		Rejected!	
POSITIVE REGULATION OF ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY%GOBP%GO:0001815	1		Rejected!	
NEGATIVE REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900272	8		Rejected!	
CALCIUM ION IMPORT INTO CYTOSOL%GOBP%GO:1902656	17		Rejected!	
NUCLEAR RNA SURVEILLANCE%GOBP%GO:0071027	13		Rejected!	
DETECTION OF CARBOHYDRATE STIMULUS%GOBP%GO:0009730	3		Rejected!	
CELLULAR RESPONSE TO DSRNA%GOBP%GO:0071359	18		Rejected!	
NEGATIVE REGULATION OF TRANSCRIPTION, DNA-TEMPLATED%GOBP%GO:0045892	1015		Rejected!	
REGULATION OF PHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0060696	6		Rejected!	
REGULATION OF ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:1905784	3		Rejected!	
ESTABLISHMENT OF NATURAL KILLER CELL POLARITY%GOBP%GO:0001770	1		Rejected!	
QUINONE METABOLIC PROCESS%GOBP%GO:1901661	32	26		
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	93	50		
ALKALOID METABOLIC PROCESS%GOBP%GO:0009820	5		Rejected!	
REGULATION OF DENDRITIC CELL CYTOKINE PRODUCTION%GOBP%GO:0002730	8		Rejected!	
ANTERIOR/POSTERIOR AXIS SPECIFICATION%GOBP%GO:0009948	31		Rejected!	
POSITIVE REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901863	38	19		
PEROXISOME MEMBRANE BIOGENESIS%GOBP%GO:0016557	1		Rejected!	
CELLULAR HYPEROSMOTIC SALINITY RESPONSE%GOBP%GO:0071475	1		Rejected!	
RESPONSE TO HOST%GOBP%GO:0075136	9		Rejected!	
RESPONSE TO CYTOKINE%GOBP%GO:0034097	842		Rejected!	
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905330	144	110		
REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045664	407		Rejected!	
SPERM DISPLACEMENT%GOBP%GO:0007321	1		Rejected!	
POSITIVE REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000767	11		Rejected!	
NEGATIVE REGULATION OF GENE EXPRESSION%GOBP%GO:0010629	1498		Rejected!	
POSITIVE REGULATION OF ENAMEL MINERALIZATION%GOBP%GO:0070175	3		Rejected!	
NEGATIVE REGULATION OF LOW-DENSITY LIPOPROTEIN RECEPTOR ACTIVITY%GOBP%GO:1905598	7		Rejected!	
NEGATIVE REGULATION OF URINE VOLUME%GOBP%GO:0035811	1		Rejected!	
ISOPEPTIDE CROSS-LINKING VIA N6-GLYCYL-L-LYSINE%GOBP%GO:0018276	1		Rejected!	
NEGATIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:2000143	4		Rejected!	
POSITIVE REGULATION OF AMYLOID-BETA CLEARANCE%GOBP%GO:1900223	7		Rejected!	
POSITIVE REGULATION OF SINGLE STRAND BREAK REPAIR%GOBP%GO:1903518	2		Rejected!	
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	137	99		
NEGATIVE REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039532	10		Rejected!	
TELOMERE FORMATION VIA TELOMERASE%GOBP%GO:0032203	1		Rejected!	
ESTABLISHMENT OF BLOOD-RETINAL BARRIER%GOBP%GO:1990963	2		Rejected!	
T CELL TOLERANCE INDUCTION%GOBP%GO:0002517	2		Rejected!	
NEGATIVE REGULATION OF NETRIN-ACTIVATED SIGNALING PATHWAY%GOBP%GO:1902842	4		Rejected!	
REGULATION OF CELL ACTIVATION%GOBP%GO:0050865	528		Rejected!	
PROTEIN PROCESSING INVOLVED IN PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:0006627	5		Rejected!	
CELLULAR PROTEIN METABOLIC PROCESS%GOBP%GO:0044267	3241		Rejected!	
SKELETAL MUSCLE HYPERTROPHY%GOBP%GO:0014734	1		Rejected!	
TRANSCYTOSIS%GOBP%GO:0045056	18		Rejected!	
POSITIVE REGULATION OF BILE ACID BIOSYNTHETIC PROCESS%GOBP%GO:0070859	3		Rejected!	
MACROPHAGE DIFFERENTIATION%GOBP%GO:0030225	18		Rejected!	
MODULATION BY SYMBIONT OF HOST CATALYTIC ACTIVITY%GOBP%GO:0052148	1		Rejected!	
PATHOGENESIS%GOBP%GO:0009405	1		Rejected!	
RNA PHOSPHODIESTER BOND HYDROLYSIS, ENDONUCLEOLYTIC%GOBP%GO:0090502	28	25		
MAINTENANCE OF PROTEIN LOCALIZATION IN ENDOPLASMIC RETICULUM%GOBP%GO:0035437	12		Rejected!	
CDP BIOSYNTHETIC PROCESS%GOBP%GO:0046705	1		Rejected!	
BONE RESORPTION%GOBP%GO:0045453	9		Rejected!	
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050907	69		Rejected!	
INORGANIC ANION TRANSPORT%GOBP%GO:0015698	103	50		
CELLULAR BIOGENIC AMINE METABOLIC PROCESS%GOBP%GO:0006576	55	29		
LAMELLIPODIUM ASSEMBLY INVOLVED IN AMEBOIDAL CELL MIGRATION%GOBP%GO:0003363	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN K48-LINKED DEUBIQUITINATION%GOBP%GO:1903094	2		Rejected!	
POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900017	15		Rejected!	
PEPTIDE MODIFICATION%GOBP%GO:0031179	5		Rejected!	
INORGANIC ANION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098658	2		Rejected!	
DTMP BIOSYNTHETIC PROCESS%GOBP%GO:0006231	2		Rejected!	
TRANSCRIPTIONAL START SITE SELECTION AT RNA POLYMERASE II PROMOTER%GOBP%GO:0001174	1		Rejected!	
SUPPRESSION OF DEFENSES OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0051833	1		Rejected!	
COENZYME CATABOLIC PROCESS%GOBP%GO:0009109	18	15		
TRANSLATIONAL INITIATION%GOBP%GO:0006413	124	114		
REGULATION OF VASCULOGENESIS%GOBP%GO:2001212	14		Rejected!	
CELLULAR RESPONSE TO ACID CHEMICAL%GOBP%GO:0071229	115	74		
MATURATION OF LSU-RRNA%GOBP%GO:0000470	26	25		
ORGANELLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0072384	63	50		
EPOXYGENASE P450 PATHWAY%GOBP%GO:0019373	20		Rejected!	
G PROTEIN-COUPLED RECEPTOR INTERNALIZATION%GOBP%GO:0002031	7		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090023	19		Rejected!	
REGULATION OF SINGLE-SPECIES BIOFILM FORMATION%GOBP%GO:1900190	2		Rejected!	
TOLL-LIKE RECEPTOR 5 SIGNALING PATHWAY%GOBP%GO:0034146	1		Rejected!	
ESTABLISHMENT OF TISSUE POLARITY%GOBP%GO:0007164	6		Rejected!	
NEGATIVE REGULATION OF SENSORY PERCEPTION OF PAIN%GOBP%GO:1904057	1		Rejected!	
DNA REPLICATION%GOBP%GO:0006260	232	197		
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GOBP%GO:1900449	60	19		
MEIOTIC SISTER CHROMATID COHESION, CENTROMERIC%GOBP%GO:0051754	3		Rejected!	
TRANSPOSITION, DNA-MEDIATED%GOBP%GO:0006313	2		Rejected!	
NEGATIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903306	16		Rejected!	
NEGATIVE REGULATION OF MITOTIC CELL CYCLE DNA REPLICATION%GOBP%GO:1903464	2		Rejected!	
T CELL MEDIATED IMMUNITY%GOBP%GO:0002456	18		Rejected!	
FAT CELL DIFFERENTIATION%GOBP%GO:0045444	58	45		
GLYCOLATE CATABOLIC PROCESS%GOBP%GO:0046296	1		Rejected!	
REGULATION OF LOCOMOTION INVOLVED IN LOCOMOTORY BEHAVIOR%GOBP%GO:0090325	1		Rejected!	
PEPTIDYL-ARGININE MODIFICATION%GOBP%GO:0018195	23		Rejected!	
COMPLEMENT-DEPENDENT CYTOTOXICITY%GOBP%GO:0097278	1		Rejected!	
SOCIAL BEHAVIOR%GOBP%GO:0035176	29		Rejected!	
INTESTINAL EPITHELIAL CELL MIGRATION%GOBP%GO:0061582	1		Rejected!	
REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900180	96	82		
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING%GOBP%GO:1905114	222	166		
CELL ADHESION MEDIATED BY INTEGRIN%GOBP%GO:0033627	23	16		
POSITIVE REGULATION OF SYNAPTIC VESICLE PRIMING%GOBP%GO:0010808	1		Rejected!	
VERY LONG-CHAIN FATTY ACID CATABOLIC PROCESS%GOBP%GO:0042760	6		Rejected!	
DISRUPTION OF CELLS OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0051818	18		Rejected!	
POSITIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902808	37	31		
RESPONSE TO ALKALINE PH%GOBP%GO:0010446	3		Rejected!	
NEGATIVE REGULATION OF ANTIFUNGAL INNATE IMMUNE RESPONSE%GOBP%GO:1905035	1		Rejected!	
REGULATION OF MITOTIC CELL CYCLE SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0090266	15		Rejected!	
METAL ION HOMEOSTASIS%GOBP%GO:0055065	488		Rejected!	
NEGATIVE REGULATION OF VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION INVOLVED IN PHENOTYPIC SWITCHING%GOBP%GO:1905931	2		Rejected!	
REGULATION OF HEPARAN SULFATE BINDING%GOBP%GO:1905853	1		Rejected!	
CENTRAL TOLERANCE INDUCTION%GOBP%GO:0002508	2		Rejected!	
GLUCAN BIOSYNTHETIC PROCESS%GOBP%GO:0009250	13		Rejected!	
NEUROTRANSMITTER RECEPTOR TRANSPORT%GOBP%GO:0099637	19		Rejected!	
NEGATIVE REGULATION OF RESPONSE TO STIMULUS%GOBP%GO:0048585	1544		Rejected!	
GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0006688	26	15		
ENDOPLASMIC RETICULUM MEMBRANE ORGANIZATION%GOBP%GO:0090158	10		Rejected!	
REGULATION OF DEFINITIVE ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0010724	2		Rejected!	
POSITIVE REGULATION OF LOW-DENSITY LIPOPROTEIN RECEPTOR ACTIVITY%GOBP%GO:1905599	5		Rejected!	
NEGATIVE REGULATION OF ACTIN CYTOSKELETON REORGANIZATION%GOBP%GO:2000250	1		Rejected!	
NEGATIVE REGULATION OF APOPTOTIC PROCESS INVOLVED IN METANEPHRIC NEPHRON TUBULE DEVELOPMENT%GOBP%GO:1900218	2		Rejected!	
REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050848	78	43		
SELENOCYSTEINE BIOSYNTHETIC PROCESS%GOBP%GO:0016260	2		Rejected!	
ESTABLISHMENT OF RNA LOCALIZATION TO TELOMERE%GOBP%GO:0097694	2		Rejected!	
SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097479	71	44		
POSITIVE REGULATION OF LYSOSOMAL MEMBRANE PERMEABILITY%GOBP%GO:0097214	2		Rejected!	
T-HELPER 1 CELL DIFFERENTIATION%GOBP%GO:0045063	4		Rejected!	
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY SARCOPLASMIC RETICULUM%GOBP%GO:0010880	23		Rejected!	
POSITIVE REGULATION OF ISOMERASE ACTIVITY%GOBP%GO:0010912	8		Rejected!	
PROTEIN TO MEMBRANE DOCKING%GOBP%GO:0022615	3		Rejected!	
POSITIVE REGULATION OF INTEGRIN ACTIVATION%GOBP%GO:0033625	11		Rejected!	
COMPLEMENT ACTIVATION, LECTIN PATHWAY%GOBP%GO:0001867	10		Rejected!	
SEMICIRCULAR CANAL MORPHOGENESIS%GOBP%GO:0048752	2		Rejected!	
REGULATION OF EXTRACELLULAR MATRIX CONSTITUENT SECRETION%GOBP%GO:0003330	8		Rejected!	
CELL CYCLE DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:1902298	1		Rejected!	
REGULATION OF MITOCHONDRIAL TRANSCRIPTION%GOBP%GO:1903108	3		Rejected!	
REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:0072593	87	51		
POSITIVE REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048170	3		Rejected!	
HISTONE H3-K27 TRIMETHYLATION%GOBP%GO:0098532	2		Rejected!	
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006357	2408		Rejected!	
CIRCADIAN REGULATION OF TRANSLATION%GOBP%GO:0097167	4		Rejected!	
ACETATE ESTER METABOLIC PROCESS%GOBP%GO:1900619	5		Rejected!	
NEGATIVE REGULATION OF DEVELOPMENTAL PROCESS%GOBP%GO:0051093	649		Rejected!	
LEUKOTRIENE D4 BIOSYNTHETIC PROCESS%GOBP%GO:1901750	10		Rejected!	
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	22	19		
HISTONE BIOTINYLATION%GOBP%GO:0071110	1		Rejected!	
REGULATION OF ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060628	14		Rejected!	
KINETOCHORE ORGANIZATION%GOBP%GO:0051383	13		Rejected!	
BASIC AMINO ACID TRANSPORT%GOBP%GO:0015802	13		Rejected!	
NEGATIVE REGULATION OF MITOTIC CELL CYCLE, EMBRYONIC%GOBP%GO:0045976	2		Rejected!	
REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030834	36	26		
REGULATION OF PROTEIN LOCALIZATION TO PHAGOCYTIC VESICLE%GOBP%GO:1905169	1		Rejected!	
SEQUESTERING OF BMP IN EXTRACELLULAR MATRIX%GOBP%GO:0035582	4		Rejected!	
REGULATION OF KAINATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY%GOBP%GO:2000312	1		Rejected!	
REGULATION OF PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:2001245	1		Rejected!	
